id,start (sec),end (sec),description,length
3OQ81,0.0,6.6,person puts some groceries on a table.,19.33
N8SO1,0.3,14.6,a person is putting on shoes.,28.88
JP60G,13.9,23.0,person sits on the couch.,21.92
JP60G,5.9,10.9,person opens a cabinet.,21.92
JP60G,0.6,8.1,a person takes their shoes off.,21.92
JP60G,12.8,18.1,person take a picture with their phone.,21.92
JP60G,0.6,8.1,a person takes their shoes off int the kitchen.,21.92
72VJD,0.0,8.3,person holding a phone to their ear.,31.42
NHUCA,0.6,7.4,person pours coffee into a cup.,26.46
NHUCA,0.6,7.4,a person pours a cup of coffee.,26.46
VD8PU,0.0,15.2,a person is sitting in a chair holding a bowl.,31.0
BRE3P,20.4,27.4,person pours a cup of coffee.,29.96
BRE3P,1.6,16.1,person puts groceries on the counter.,29.96
BRE3P,20.4,27.4,person pours coffee into a glass.,29.96
1SKLG,24.0,31.0,one person is smiling with a broom.,30.42
UFWD5,0.0,3.7,person the door will not open.,33.08
UFWD5,0.0,7.0,person closes the door.,33.08
UFWD5,5.5,20.9,person sitting on the floor.,33.08
UFWD5,0.0,3.7,person tries to open the door again.,33.08
7T6MB,0.0,8.1,person takes off shoes.,31.38
JDG40,16.2,27.3,person sneezing toward the table.,34.62
DC4XY,4.9,11.4,person begin sneezing.,35.0
334W9,13.6,22.0,person is drinking from a glass.,20.71
SJQVM,11.0,17.8,person pouring water into a glass.,27.88
SJQVM,0.0,12.2,a person snuggles with a blanket.,27.88
QRM8K,3.4,12.2,person eating a sandwich in a bedroom.,31.88
QRM8K,3.4,12.2,person eats the sandwich.,31.88
QRM8K,1.0,7.4,person takes a bit out of a sandwich.,31.88
QRM8K,16.2,24.0,person takes a cup off the table.,31.88
0DY8C,0.0,9.0,person watching television in a living room.,28.71
0DY8C,0.0,9.0,person watching the television.,28.71
CXGSD,14.8,29.5,person starts tidying up stray clothes.,32.88
CXGSD,1.5,13.5,person throws a pillow toward the doorway.,32.88
R3ZN9,4.4,13.5,a person is sneezing on a picture.,32.88
3ZH9Z,0.0,9.7,a person is eating at their desk.,32.67
3ZH9Z,0.0,9.7,a person is sitting down at a desk eating.,32.67
LNXMJ,22.6,27.8,the person turns the light off.,29.42
LNXMJ,22.6,27.8,person turns off a light.,29.42
B2NAS,4.8,18.0,person have a bite to eat.,27.54
B2NAS,14.0,25.1,person they are tidying the table.,27.54
B2NAS,4.6,16.9,a person is eating a sandwich in the man cave.,27.54
J4RPL,20.8,26.8,person they take a towel from their lap.,30.67
J4RPL,0.0,4.6,person they take some homework out of a box.,30.67
WH1PD,12.0,19.8,person puts camera down.,30.08
WH1PD,19.9,31.0,person start drinking from a glass of water.,30.08
JFR2I,24.7,33.0,person move to pour more win into a glass.,32.38
KOHWO,24.3,32.0,person they close the laptop.,30.67
29WOY,0.0,5.4,a person is opening a book.,30.5
NNUCA,7.0,14.8,person close the door.,24.04
NNUCA,15.0,19.9,starts sneezing.the person proceeds to walk away from the doors.,24.04
NNUCA,0.5,7.4,person puts a book down.,24.04
NNUCA,3.5,9.8,takes out a pillow.the person closes the doors turn.,24.04
LFC6D,19.0,26.5,person start sneezing as they walk by a window.,31.04
5NG8W,29.7,33.0,person holding a phone.,31.67
5NG8W,29.7,33.0,person playing with a phone.,31.67
I5L3Y,5.4,11.7,person the door starts opening.,32.79
I5L3Y,5.7,13.5,another person walks in holding a laptop.,32.79
I5L3Y,8.8,14.0,the person puts the laptop down.,32.79
NL0QB,0.0,13.7,a person is playing on their laptop.,29.88
NL0QB,11.9,17.0,person closed the laptop.,29.88
H2ZYY,0.0,6.9,a person opens a cabinet.,23.17
H2ZYY,13.6,19.9,person throws it on the floor.,23.17
H2ZYY,13.6,19.9,person throw that on the floor too.,23.17
H2ZYY,0.0,6.9,a person is opening the cabinet.,23.17
H2ZYY,6.9,13.6,person close the cabinet.,23.17
YBW3D,1.1,9.4,person holding onto a bag of groceries.,32.71
YBW3D,8.8,23.0,person they awaken to start sweeping the floor.,32.71
YBW3D,23.4,31.4,another person runs past.,32.71
YBW3D,8.8,23.0,awakens when person a walks pass.,32.71
YBW3D,23.4,31.4,person a child runs past them.,32.71
UDGRS,21.0,31.0,person they take both the book.,30.04
1YBKW,18.3,28.9,person getting dressed.,30.46
1YBKW,0.0,7.7,person begin smiling into the mirror.,30.46
1YBKW,18.3,28.9,person beings getting dressed.,30.46
1YBKW,10.3,22.0,person they turn on the light.,30.46
1YBKW,10.3,22.0,the person turns on a light.,30.46
KXCSL,0.0,3.7,a person is standing in front of an opening refrigerator.,30.04
MQRFK,13.2,20.4,person fixes a light above the stove.,22.67
MT9NE,2.1,11.3,person continues to eat from the bag.,30.04
MT9NE,2.1,11.3,person eating from a bag of chips.,30.04
MT9NE,2.1,11.3,person eating it.,30.04
MT9NE,2.1,11.3,the person continues to eat in bed.,30.04
QHM66,7.5,17.4,person the food inside was taken to the refrigerator.,32.33
QHM66,8.4,15.4,person the box was opened.,32.33
QHM66,8.4,15.4,person opened a box of fruits on the table.,32.33
00SL4,0.0,2.6,a person is opening a closet door.,8.96
9YRHF,4.7,9.9,person throwing a towel on the floor.,23.5
9YRHF,0.0,5.3,a person is sneezing.,23.5
9YRHF,0.0,9.0,a person is standing in a closet holding a towel.,23.5
COBEK,7.8,13.2,person closes the cabinet.,30.46
QN4MZ,0.0,10.2,the person kept sneezing.,28.79
1BVUA,27.1,31.0,a smiling person awakens with a towel under their head.,29.96
3WAWR,18.9,24.4,person takes out some medicine.,30.58
3WAWR,0.0,13.3,person is drinking from a cup.,30.58
05GIA,7.2,13.0,person puts it on a table.,12.33
YMWUS,9.2,38.9,a man getting dressed inside of a closet.,62.04
YMWUS,9.2,38.9,a person is dressing by a wardrobe.,62.04
P6P6L,19.5,26.9,a person begins smiling.,29.75
YM213,0.0,3.6,person closes the door a few more times.,29.67
YM213,0.0,3.6,person closes a door from inside a bathroom.,29.67
YM213,0.0,3.6,person closing the door on themselves.,29.67
MFSGO,9.9,17.6,person opens the window in the bathroom.,22.42
LK3BW,6.7,12.3,person turns on the entryway light.,14.46
LK3BW,0.0,3.5,a person opens the door.,14.46
LK3BW,6.7,12.3,person they turn a light on in the hallway.,14.46
LK3BW,0.0,4.6,person closes the door.,14.46
LK3BW,0.0,4.6,person they close the door.,14.46
LK3BW,0.0,3.2,a person walks through a doorway into a room.,14.46
6E4JA,0.0,4.3,a person in the corner is eating food.,30.83
L1BNN,19.6,28.7,person they put the medicine on a shelf.,30.75
L1BNN,19.6,28.7,person puts it back on a shelf.,30.75
LVJ3U,6.0,10.0,person walk over to the light.,26.38
LVJ3U,6.0,10.0,a person walks to a light switch.,26.38
LVJ3U,6.0,10.0,person turns on a light.,26.38
86GSE,11.2,19.1,person takes off their shoes.,18.5
86GSE,5.3,10.9,a person turns on a light.,18.5
86GSE,5.3,10.9,a person walks over to a light.,18.5
86GSE,11.2,19.1,person takes their shoes off.,18.5
K71S1,0.0,5.6,a person is opening a box.,29.83
K71S1,5.0,18.3,person putting clothes into it.,29.83
EF5XT,7.8,19.7,person begins pouring water in a glass.,26.83
WX4AP,9.5,16.5,person drinking a glass of water.,20.5
R87CC,0.0,2.8,a person sits on the sofa.,26.83
R87CC,8.6,15.0,person open a door.,26.83
W20LY,20.2,25.6,the person puts a towel around their shoulders.,30.58
DS22L,0.0,17.4,a person throws clothes on the floor.,36.92
DS22L,0.0,17.4,the person throws the clothes onto the floor.,36.92
DS22L,19.0,26.3,person drinks from a cup.,36.92
BGX4T,9.3,16.0,person closes the door.,23.42
BGX4T,9.3,16.0,person they close the door.,23.42
XWY6P,12.8,17.8,person they put the phone down on a table.,32.5
XWY6P,0.0,9.7,a person is opening the closet door.,32.5
XWY6P,6.1,14.4,this person is laughing.,32.5
Z1DBB,26.3,39.3,person take clothes out of a hamper.,44.83
Z1DBB,12.4,23.5,person eat from it.,44.83
Z1DBB,12.4,23.5,a person eats from a plate in a bedroom.,44.83
1XFDY,28.9,32.0,person so they start walking towards the doorway.,31.29
RS3SQ,0.7,8.1,man opens up the refrigerator looking for something.,29.71
RS3SQ,13.2,20.3,a person is eating food from the refrigerator.,29.71
N7IH0,10.6,17.7,the person also opens a bag.,35.29
N7IH0,19.9,29.1,person takes out medicine.,35.29
ROL2T,2.7,12.2,one person in a towel starts dressing.,30.38
ROL2T,10.5,16.0,person puts on other clothes.,30.38
ROL2T,2.7,8.5,person the other takes off some clothes.,30.38
0WHOH,0.0,11.0,one person with hair in a towel undresses.,29.46
6JB5R,103.2,133.1,person they start sneezing.,161.75
6JB5R,20.7,31.1,person sit in the chair eating a sandwich.,161.75
6JB5R,20.7,31.1,person sits down on chair.,161.75
NSKMC,12.1,19.9,the person is drinking a cup of water.,25.17
H8UJ3,0.0,8.6,the person turned on the light.,52.58
H8UJ3,15.1,23.1,the person opened the book.,52.58
H8UJ3,9.1,17.5,the person sits down on a chair.,52.58
H8UJ3,0.0,8.6,a person turns on the lights to the dining room.,52.58
NGMK1,3.0,10.0,a person drinks out of a red cup.,20.21
DTJS6,18.1,25.3,person look out the window.,37.54
DTJS6,28.8,35.8,person running with a sandwich in the bedroom.,37.54
DTJS6,4.8,16.1,person they put the broom down.,37.54
DTJS6,18.1,25.3,person looks out the window.,37.54
A4VK8,14.3,19.0,person eats a sandwich.,18.0
A4VK8,6.5,15.3,person drinks a glass of water.,18.0
A4VK8,6.5,15.3,person drink from a cup.,18.0
A4VK8,14.3,19.0,person start eating.,18.0
A4VK8,5.1,9.9,person they put the phone down.,18.0
K4UOG,0.0,13.0,person lookin at the picture.,32.25
K4UOG,13.0,29.0,person eats the sandwich.,32.25
K4UOG,0.0,13.0,person looking at a picture.,32.25
K4UOG,10.1,16.8,person takes a sandwich from the table.,32.25
K4UOG,10.1,16.8,the person takes a sandwich from a dish.,32.25
291LH,0.7,6.7,person drinking from a cup.,31.75
291LH,0.7,6.7,person drinking water out of a cup.,31.75
0VOQC,0.0,4.9,one person runs in with a phone.,27.88
0VOQC,0.0,4.9,a person runs into the room.,27.88
16WZF,0.0,7.8,person holding a broom.,16.62
16WZF,2.8,8.5,person they put the broom down.,16.62
16WZF,2.8,8.5,person they put the broom aside.,16.62
OHBYF,18.0,24.8,person closes the box.,34.46
HDHWS,9.4,15.6,person closes a few notebooks.,28.04
HDHWS,0.0,5.9,person takes a picture of themselves.,28.04
GWQ73,8.7,14.2,a person is eating food slowly.,30.96
2WX2Z,7.6,12.7,person leaves smiling.,12.96
SQKE4,4.0,9.3,person puts the cup down.,29.88
SQKE4,0.0,9.5,person holding a cup of coffee.,29.88
SQKE4,6.5,11.3,person watching television.,29.88
SQKE4,0.0,9.5,a person is sitting on a couch holding a cup.,29.88
5LE93,1.2,8.6,person drinks from a glass.,21.08
5LE93,7.5,13.4,person they are smiling.,21.08
VRMNI,16.4,32.8,person they wash the dish in the sink.,33.75
VRMNI,0.0,4.2,person opening the door.,33.75
VRMNI,29.8,35.0,person starts putting the dishes on the shelf.,33.75
VRMNI,5.6,11.0,person they turn on the light in the room.,33.75
VRMNI,5.6,11.0,the person turns on the light.,33.75
VRMNI,16.4,32.8,person brings dishes to the sink washes them.,33.75
VRMNI,5.6,11.0,a person enters through a doorway turns on a light.,33.75
FQDS1,0.0,8.6,a person is reading a book.,30.62
FQDS1,0.0,9.2,there is a person holding a book.,30.62
FQDS1,0.0,8.6,a person is in their bathroom reading a book.,30.62
ZZ89F,22.2,36.0,person pour it into a glass.,34.62
ZZ89F,7.4,14.0,person opens the refrigerator.,34.62
ZZ89F,0.0,9.6,a person walks into a kitchen through a doorway.,34.62
9WLBQ,0.0,13.3,person someone is in their kitchen washing dishes.,32.88
9WLBQ,0.0,13.3,a person washes some dishes in the sink.,32.88
9WLBQ,12.1,19.6,person they open the refrigerator.,32.88
B1FY9,19.3,28.6,person another is throwing food in a box.,30.83
JF0O8,0.0,12.8,this person is sitting on the couch holding a pillow.,30.88
7B8EQ,3.3,13.9,a person is undressing.,32.08
7B8EQ,3.3,13.9,person dressing in different clothes.,32.08
IG1YT,13.6,20.3,person starts undressing.,30.17
IG1YT,0.0,11.1,a person is sitting on a pillow on a chair.,30.17
IG1YT,20.8,26.9,person turns the lights off.,30.17
M5C5L,14.7,31.7,person proceeds to cook on a stove.,34.04
M5C5L,0.6,13.1,a person is smiling next to a refrigerator.,34.04
M5C5L,14.7,31.7,person cooking something on the stove.,34.04
BID6Z,21.4,29.4,person they put the towel on a shelf.,32.92
BID6Z,29.8,34.0,person opens a closet door.,32.92
BID6Z,29.8,34.0,person closes the door.,32.92
BID6Z,21.4,29.4,person puts the towel in the closet.,32.92
BID6Z,29.8,34.0,person close the door.,32.92
BID6Z,19.4,25.8,person opens a door to a cabinet.,32.92
QT4WM,1.4,9.3,a person is opening a cabinet in their closet.,37.17
QT4WM,1.4,9.3,a person opens a linen closet.,37.17
785X2,24.0,39.7,the person takes a bottle of medicine.,54.21
785X2,39.2,55.0,person close a laptop.,54.21
785X2,20.5,30.7,a person awakened.,54.21
F8TWE,25.4,33.0,another person is putting a bag down.,31.96
0TXYV,9.7,16.3,person drinking a bottle of water.,25.21
TNWWG,11.5,20.8,"person puts some stuff on a shelf,.",31.08
TNWWG,8.7,19.9,person takes a pillow.,31.08
TNWWG,11.5,20.8,the person puts some pillows on a shelf.,31.08
7TNGJ,9.7,14.7,person takes some medicine.,27.08
7TNGJ,0.4,5.9,person opens a medicine cabinet.,27.08
7TNGJ,0.4,5.9,a person is seen opening the medicine cabinet.,27.08
IDFTJ,19.3,31.0,person puts them into a box.,29.54
IDFTJ,19.3,31.0,person they put them in a box.,29.54
J3ZQS,0.0,4.1,that person takes homework out of the bag.,39.0
J3ZQS,1.3,7.5,a person opens a bag.,39.0
J3ZQS,25.9,33.8,the person drinks from a cup of coffee.,39.0
TLJRV,8.0,17.6,a person takes a box from under the sink.,42.71
TLJRV,26.6,44.0,person sits in a chair.,42.71
TLJRV,8.7,20.2,a person is holding dishes.,42.71
GEAB1,28.1,33.0,person begins drinking water from a glass.,31.75
GEAB1,14.7,29.9,person begins to eat a sandwich.,31.75
GEAB1,12.3,18.4,the person takes  a bite of their sandwich.,31.75
YPTHX,6.9,17.7,a person takes a phone from a bag.,36.92
YPTHX,6.9,17.7,person takes out a phone.,36.92
YPTHX,6.7,18.1,person the put the phone in their pocket.,36.92
XQ4RB,23.6,29.2,another person turns on the light.,32.29
XQ4RB,23.6,29.2,person a light.,32.29
IAK2E,0.0,8.3,person holding a glass.,28.5
IAK2E,4.4,11.3,a person laughing.,28.5
6BI70,2.9,11.4,person opens the door.,31.38
K9MPN,2.4,11.0,person open the door.,18.42
K9MPN,7.5,13.5,the person closes the door.,18.42
IRGXQ,2.7,11.1,a person runs through the doorway laughing.,28.29
IRGXQ,2.7,11.1,a person runs into a room.,28.29
I6KKY,0.9,7.5,person opening a cabinet.,14.12
I6KKY,0.9,7.5,person opens a cabinet.,14.12
I6KKY,2.8,8.7,the person takes a towel out.,14.12
DJR5H,20.2,31.0,person sits on the sofa.,30.29
CJ58B,14.5,19.9,person takes some food from a bag of groceries.,30.5
CJ58B,23.1,32.0,person starts eating.,30.5
CJ58B,23.1,32.0,person eats it.,30.5
CJ58B,15.6,20.8,person opens bag of groceries.,30.5
EV4HN,20.7,25.8,person runs out of the room.,30.25
QXEWB,0.0,3.7,a person throws a book onto a couch.,13.79
QXEWB,0.0,3.7,a person is throwing a book.,13.79
NCZOV,0.0,4.9,a person opens a door on a doorknob.,18.42
7FAB3,1.3,8.2,a person is standing in the kitchen opening a refrigerator.,31.04
O9DOT,0.0,13.8,a person playing with their laptop on the stairs.,29.92
HKS9J,6.7,14.4,person takes out a glass.,30.58
RIV6I,0.0,12.4,a person standing in a doorway sneezing.,29.62
RIV6I,0.0,12.4,a person is sneezing on a doorknob.,29.62
BR8B3,20.0,32.0,person eating a sandwich.,30.75
BR8B3,19.9,32.0,person they eat some food.,30.75
BR8B3,20.0,32.0,a person is lying on a couch eating a sandwich.,30.75
JJKNY,6.5,11.0,person eating a sandwich.,9.79
JJKNY,0.0,4.8,a sneezing person is undressing in their bathroom.,9.79
GDIW0,16.6,24.0,person they close the laptop.,32.29
GDIW0,18.7,32.2,person looks out the window for a moment.,32.29
GDIW0,18.7,32.2,person look out the window.,32.29
TKOYQ,0.0,5.1,this person takes some comic books off the shelf.,31.29
BV5CC,12.9,21.3,person closes the door.,30.08
BV5CC,19.4,31.0,person start to eat.,30.08
BV5CC,17.7,23.4,person they take a sandwich from the cabinet.,30.08
BV5CC,19.4,31.0,person start eating it.,30.08
BV5CC,0.6,5.6,person they reach into an open cabinet.,30.08
B0BDR,6.2,16.7,person they are slightly smiling.,30.83
46Z16,0.0,7.6,person put on their shoes.,48.33
46Z16,0.0,7.6,person put their shoes on.,48.33
Z0KN7,0.0,7.1,a person sits on the floor watching a laptop.,30.88
ME4D5,7.5,14.7,person they start sneezing.,23.04
ME4D5,7.5,14.7,person start sneezing.,23.04
8ICEM,6.5,14.2,a person is sitting on a bed eating a sandwich.,31.29
8ICEM,8.5,16.4,person takes out some clothes.,31.29
8ICEM,6.5,14.2,a person is eating a sandwich.,31.29
8ICEM,10.7,16.1,another person opens the closet.,31.29
WJQPA,9.6,17.2,a person opens a cabinet.,32.88
WJQPA,25.6,34.0,person closes the cabinet.,32.88
538JV,6.9,13.4,person take a drink out of a cup.,17.33
TIY7F,0.0,6.1,person drinks water from a glass put the glass down.,13.33
O03Y4,11.5,17.0,person putting it on the table.,15.62
6B7HM,24.9,30.0,person start smiling.,31.08
37GL4,14.7,27.0,person a is fixing their hair in a mirror.,25.67
JQG43,5.7,18.2,person opens laptop.,34.79
JQG43,5.7,18.2,the person is opening the laptop.,34.79
1LSEQ,6.7,11.5,person puts the glass on a table.,27.21
I5ZWF,17.4,23.5,a person is walking into a garage holding a pillow.,30.0
IUXP8,16.1,30.0,person start cooking on a stove.,28.62
UGQD0,0.0,14.6,a person is sitting in a chair holding a phone.,32.71
UGQD0,0.0,14.6,a person is holding a phone.,32.71
TWU2U,10.1,17.9,a person begins opening the refrigerator.,40.29
TWU2U,10.1,17.9,person opens the refrigerator door.,40.29
DYYLD,3.5,15.2,person closing a door.,29.58
DYYLD,3.5,15.2,person the pull the door closed.,29.58
CF55N,30.4,34.6,person turning off the light.,37.83
CF55N,7.7,13.4,the person smiles into a mirror.,37.83
CF55N,7.7,13.4,person smiling in front of a mirror.,37.83
CF55N,30.4,34.6,the person turns off the light.,37.83
V29QF,0.0,5.8,a person is holding a towel in the hallway.,20.5
EFX3U,10.6,16.4,a person closes a book.,30.54
EFX3U,17.9,32.0,person eating a sandwich.,30.54
EFX3U,17.9,32.0,person begin eating a sandwich.,30.54
X7GVM,23.1,33.0,person eating food off a plate.,31.58
Z5JZD,19.9,25.7,person closes the pantry door.,27.17
Z5JZD,6.3,19.8,person puts them on a shelf.,27.17
Z5JZD,19.9,25.7,person closes the door to the cabinet.,27.17
Z5JZD,3.4,16.3,a person is putting some groceries in a bag away.,27.17
DMI87,18.1,25.6,smiling person takes a towel.,30.62
A42FN,0.2,13.6,person puts the broom away.,30.96
A42FN,5.9,17.2,a person is seen eating a chip.,30.96
A42FN,5.9,17.2,person eating something.,30.96
A42FN,2.2,9.0,the person puts the food on table.,30.96
XJE4Y,0.0,3.4,a person opens a door.,31.62
XJE4Y,0.4,14.7,a person undresses.,31.62
XJE4Y,0.0,7.6,person throws their clothes into the washing machine.,31.62
XJE4Y,0.4,14.7,person gets dressed.,31.62
8AKGE,14.6,25.6,person takes a drink from a glass.,26.96
8AKGE,11.5,16.7,person turns on the light.,26.96
8AKGE,11.5,16.7,the person turns on the light.,26.96
8AKGE,14.6,25.6,person takes a drink of a glass of water.,26.96
KAQNT,5.7,10.7,person close a laptop that's on a counter.,13.33
8WPPG,17.9,25.7,a person is seen throwing a towel down the stairs.,34.83
